,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
67,Unclassified,Unclassified,,982 SAWMILL HOLLOW,1714.164,21159950201,POINT (5830105.482927999 3818184.1771670054)
68,Residential,Unclassified,,3880 NORTH WOLF CREEK,791.1457,21159950100,POINT (5882579.765461906 3836308.67393845)
69,Residential,Manufactured Home,,3801 LITTLE ROCKCASTLE ROAD,1846.003,21159950100,POINT (5873773.885992125 3828069.986111597)
70,Residential,Single Family Dwelling,,2743 RIVER FRONT ROAD,2109.726,21159950100,POINT (5887879.8976736 3836473.0689873146)
72,Unclassified,Unclassified,,2589 AIRPORT ROAD,4285.387,21159950201,POINT (5821050.147968444 3810024.4607734117)
73,Residential,Single Family Dwelling,,10957 RIVER FRONT ROAD,1977.87,21159950300,POINT (5911498.130927765 3819539.2667529825)
75,Unclassified,Unclassified,,3490 SOUTH WOLF CREEK,725.2297,21159950201,POINT (5863286.611770801 3817763.273236414)
76,Residential,Manufactured Home,,4051 SOUTH WOLF CREEK,5851.192,21159950300,POINT (5864627.757372238 3817904.0791259157)
77,Industrial,Light,,740 HONEY BRANCH INDUSTRIAL PARK,1813.049,21159950201,POINT (5819728.320977556 3816387.8045168463)
80,Residential,Single Family Dwelling,,13287 RIVER FRONT ROAD,1714.154,21159950300,POINT (5909656.027143386 3813980.681392014)
81,Unclassified,Unclassified,,2584 AIRPORT ROAD,1318.573,21159950201,POINT (5827513.414176128 3806490.651484042)
82,Residential,Single Family Dwelling,,13303 RIVER FRONT ROAD,1087.825,21159950300,POINT (5909758.320899521 3813935.847832609)
83,Residential,Single Family Dwelling,,5202 SOUTH WOLF CREEK,3560.146,21159950201,POINT (5861882.536764071 3812197.443156433)
84,Residential,Single Family Dwelling,,4206 PIGEON ROOST ROAD,1648.233,21159950300,POINT (5878197.003510901 3808195.8640720625)
85,Utility and Misc,Aviation,,2938 AIRPORT ROAD,5109.488,21159950201,POINT (5819707.765792349 3810711.665977663)
86,Residential,Unclassified,,8537 MEATHOUSE ROAD,1582.303,21159950300,POINT (5860455.298767981 3798956.7356709233)
88,Residential,Single Family Dwelling,,13459 RIVER FRONT ROAD,1648.23,21159950300,POINT (5909271.58513518 3813167.360149088)
90,Residential,Unclassified,,1901 PIGEON ROOST ROAD,1384.495,21159950300,POINT (5876542.798492702 3818324.1749688894)
91,Unclassified,Unclassified,,513 CASSIUS MOORE ROAD,1977.876,21159950201,POINT (5861468.880211283 3815767.57200896)
92,Residential,Unclassified,,3476 SOUTH WOLF CREEK,1846.019,21159950201,POINT (5863294.426627848 3817849.2764665443)
93,Unclassified,Unclassified,,11070 RIVER FRONT ROAD,527.4268,21159950300,POINT (5912117.322304813 3819607.27416968)
94,Residential,Unclassified,,102 HALE DRIVE,1977.862,21159950300,POINT (5876815.636291049 3818295.7526052035)
96,Unclassified,Unclassified,,5139 SOUTH WOLF CREEK,923.015,21159950300,POINT (5862341.074890548 3812376.73970355)
97,Residential,Single Family Dwelling,,41 BLANCHE GOBLE DRIVE,791.1437,21159950202,POINT (5833447.307544724 3826716.299195543)
99,Residential,Manufactured Home,,8566 MEATHOUSE ROAD,2637.162,21159950201,POINT (5860242.363067293 3799039.861686117)
0,Residential,Single Family Dwelling,,9562 MEATHOUSE ROAD,3131.639,21159950201,POINT (5858681.905033146 3795888.9713058937)
1,Residential,Unclassified,,322 PIGEON ROOST ROAD,2307.524,21159950300,POINT (5876127.667484821 3824595.8026248487)
2,Residential,Unclassified,,508 PIGEON ROOST ROAD,3494.236,21159950300,POINT (5876240.431568997 3823632.3733649496)
3,Residential,Manufactured Home,,79 DYE BOTTOM,2472.329,21159950300,POINT (5864023.048436201 3819674.5235382635)
4,Commercial,Personal and Repair Services,,3233 NEW ROUTE 3,8702.631,21159950201,POINT (5840690.932491557 3834938.640926536)
5,Commercial,Retail Trade,,147 INDUSTRIAL ROAD,10153.02,21159950201,POINT (5820087.829567685 3818140.7778079873)
6,Unclassified,Unclassified,,3476 SOUTH WOLF CREEK,807.6324,21159950201,POINT (5863256.841396879 3817959.6130666304)
7,Residential,Single Family Dwelling,,1916 PIGEON ROOST ROAD,5307.291,21159950300,POINT (5876359.017240418 3818366.0101283444)
8,Residential,Manufactured Home,,26 MARY ELLEN LANE,1186.728,21159950300,POINT (5883119.246068848 3824916.1825286383)
9,Residential,Unclassified,,301 PIGEON ROOST ROAD,2900.884,21159950300,POINT (5876240.137310204 3824639.912691101)
10,Residential,Single Family Dwelling,,1691 LONG BRANCH,2373.441,21159950300,POINT (5898695.539461715 3825433.9851740077)
11,Residential,Single Family Dwelling,,66 SETSER BRANCH,1780.084,21159950202,POINT (5832723.179377314 3827486.7090755682)
12,Residential,Manufactured Home,,1431 WHITE OAK ROAD,2373.446,21159950300,POINT (5884094.387395379 3821215.0644122767)
13,Residential,Unclassified,,43 WARREN G JUDE ROAD,1714.155,21159950300,POINT (5872159.122788923 3824474.16628066)
14,Unclassified,Unclassified,,1244 PIGEON ROOST ROAD,4400.764,21159950300,POINT (5874700.696906111 3820815.367603582)
15,Residential,Single Family Dwelling,,1412 LONG BRANCH,923.0074,21159950300,POINT (5898090.463643141 3825402.884030016)
18,Commercial,Professional/Technical Services,,3548 DAVELLA ROAD,4351.31,21159950202,POINT (5827750.087330609 3821830.8521335167)
19,Residential,Manufactured Home,,8241 NEW ROUTE 3,2900.867,21159950201,POINT (5823244.878659032 3821682.0025272598)
20,Residential,Single Family Dwelling,,41 BLANCHE GOBLE DRIVE,2472.336,21159950202,POINT (5833519.728967036 3826822.556271424)
22,Residential,Manufactured Home,,79 DYE BOTTOM,527.429,21159950300,POINT (5864015.817447728 3819582.4436807283)
23,Residential,Single Family Dwelling,,571 BIG BRANCH,3082.181,21159950100,POINT (5878882.911171783 3832764.535725259)
25,Residential,Manufactured Home,,4051 SOUTH WOLF CREEK,2109.728,21159950300,POINT (5865228.169686096 3817967.1455964157)
26,Residential,Single Family Dwelling,,1875 PIGEON ROOST ROAD,527.4342,21159950300,POINT (5876715.263585659 3818387.8562660823)
27,Unclassified,Unclassified,,2303 PIGEON ROOST ROAD,1186.728,21159950300,POINT (5876563.149794792 3816317.946276669)
28,Residential,Manufactured Home,,12180 RIVER FRONT ROAD,2109.728,21159950300,POINT (5912784.915553919 3818542.4710117136)
30,Agriculture,Agriculture,,2096 PIGEON ROOST ROAD,791.1528,21159950300,POINT (5876015.098327906 3817179.887580634)
33,Unclassified,Unclassified,,7776 MIDDLE FORK WOLF CREEK,923.0055,21159950201,POINT (5850255.798195508 3808751.4199764496)
35,Residential,Single Family Dwelling,,58 HAVEN PLACE,5538.021,21159950201,POINT (5816065.151358232 3812220.4701441256)
36,Unclassified,Unclassified,,12712 RIVER FRONT ROAD,1120.785,21159950300,POINT (5911816.670547888 3815581.792784189)
37,Residential,Manufactured Home,,79 DYE BOTTOM,791.1367,21159950300,POINT (5864079.301388648 3819692.337003886)
39,Residential,Single Family Dwelling,,8186 MEATHOUSE ROAD,890.041,21159950201,POINT (5859285.2983557945 3800830.1802437566)
40,Residential,Manufactured Home,,2423 SOUTH WOLF CREEK,1977.889,21159950300,POINT (5865917.470187771 3819738.4693159964)
41,Commercial,Retail Trade,,900 MIDDLE FORK WOLF CREEK,13779.16,21159950201,POINT (5833236.865746089 3818558.729998944)
42,Residential,Single Family Dwelling,,342 JACK CASSADY BRANCH,1483.4,21159950201,POINT (5859292.865222256 3835622.28039761)
43,Residential,Unclassified,,1438 PIGEON ROOST ROAD,1714.152,21159950300,POINT (5875355.0382161215 3820073.801944177)
45,Unclassified,Unclassified,,8572 MIDDLE FORK WOLF CREEK,1846.021,21159950201,POINT (5854910.336242891 3804586.278506161)
46,Unclassified,Unclassified,,4890 PIGEON ROOST ROAD,1582.288,21159950300,POINT (5877565.81911298 3805344.624175698)
47,Residential,Unclassified,,242 BIG BRANCH,1483.396,21159950100,POINT (5880189.53240984 3833561.0182066783)
49,Unclassified,Unclassified,,2959 AIRPORT ROAD,3955.73,21159950201,POINT (5819464.702994185 3810948.1311189984)
51,Residential,Manufactured Home,,12258 RIVER FRONT ROAD,791.15,21159950300,POINT (5912424.589636107 3818088.924486395)
54,Residential,Unclassified,,189 CHAPMAN FARM ROAD,1318.573,21159950300,POINT (5911244.049795674 3816734.961976129)
55,Residential,Unclassified,,189 CHAPMAN FARM ROAD,3164.569,21159950300,POINT (5911156.162953993 3816722.2843982843)
56,Residential,Unclassified,,142 SPRING LANE,1186.719,21159950300,POINT (5911403.15686654 3816735.7992172325)
57,Residential,Single Family Dwelling,,2493 PIGEON ROOST ROAD,1977.879,21159950300,POINT (5876855.614865088 3815469.8385038134)
58,Residential,Single Family Dwelling,,10032 MEATHOUSE ROAD,2571.232,21159950201,POINT (5858374.573278831 3793365.2195797744)
59,Agriculture,Agriculture,,2096 PIGEON ROOST ROAD,2801.999,21159950300,POINT (5875977.8690401325 3817242.0091204485)
60,Residential,Single Family Dwelling,,53 HAVEN PLACE,3428.31,21159950201,POINT (5816243.663319955 3812251.004008284)
61,Unclassified,Unclassified,,7776 MIDDLE FORK WOLF CREEK,395.5747,21159950201,POINT (5850443.673374853 3808578.0457907063)
62,Residential,Single Family Dwelling,,482 BIG BRANCH,890.0541,21159950100,POINT (5879107.101425706 3832902.2358800303)
63,Unclassified,Unclassified,,3731 LITTLE ROCKCASTLE ROAD,395.5756,21159950100,POINT (5873854.365503837 3828334.345644279)
65,Residential,Single Family Dwelling,,2885 NORTH WOLF CREEK,3214.03,21159950100,POINT (5881681.8508641645 3832951.812475401)
66,Residential,Single Family Dwelling,,557 BIG BRANCH,2472.33,21159950100,POINT (5878826.398073973 3832838.7470605816)
67,Residential,Single Family Dwelling,,9666 MEATHOUSE ROAD,1186.725,21159950201,POINT (5858369.791500993 3795107.4251213106)
69,Residential,Single Family Dwelling,,10983 RIVER FRONT ROAD,2769.022,21159950300,POINT (5911651.9886106 3819638.227248546)
70,Unclassified,Unclassified,,9526 MEATHOUSE ROAD,4944.655,21159950201,POINT (5858787.95976399 3796096.7657171353)
71,Residential,Unclassified,,23 PLEASANT VALLEY,3131.64,21159950201,POINT (5857028.3509242525 3835863.7823784715)
72,Unclassified,Unclassified,,1672 NORTH WOLF CREEK,1087.837,21159950300,POINT (5880493.142745466 3829189.178124243)
74,Residential,Single Family Dwelling,,3647 RIVER FRONT ROAD,2307.51,21159950100,POINT (5891098.6676242985 3837088.6670271605)
75,Residential,Manufactured Home,,425 EMILY CREEK,1120.802,21159950100,POINT (5883586.024039569 3829274.469457521)
76,Residential,Single Family Dwelling,,3188 LITTLE ROCKCASTLE ROAD,2307.523,21159950201,POINT (5870765.386669846 3828811.9455302525)
77,Residential,Manufactured Home,,26 MARY ELLEN LANE,3296.442,21159950300,POINT (5882973.330956083 3824924.0098084277)
78,Residential,Single Family Dwelling,,204 BIG BRANCH,593.353,21159950100,POINT (5880407.880161082 3833633.966442276)
79,Residential,Single Family Dwelling,,272 JACK CASSADY BRANCH,2241.595,21159950201,POINT (5859285.309501103 3835947.240096217)
80,Residential,Manufactured Home,,26 MARY ELLEN LANE,1318.578,21159950300,POINT (5883200.505937853 3824939.641377325)
81,Residential,Unclassified,,50 GLEN WEBB DRIVE,2637.153,21159950100,POINT (5883586.861394795 3836437.2533992436)
82,Unclassified,Unclassified,,29 DRY HOUSE HOLLOW,2076.746,21159950100,POINT (5888154.621790572 3828743.423856802)
83,Unclassified,Unclassified,,8572 MIDDLE FORK WOLF CREEK,3461.288,21159950201,POINT (5854988.587242559 3804570.228621963)
84,Residential,Single Family Dwelling,,11019 RIVER FRONT ROAD,3790.893,21159950300,POINT (5911824.703456402 3819711.1230171486)
85,Residential,Single Family Dwelling,,1875 PIGEON ROOST ROAD,988.9274,21159950300,POINT (5876537.54829884 3818444.0201305537)
86,Residential,Manufactured Home,,9327 MEATHOUSE ROAD,1977.872,21159950300,POINT (5859790.799832947 3796175.0113685164)
87,Residential,Manufactured Home,,67 HOWARD DRIVE,1483.408,21159950100,POINT (5882743.489127414 3836765.824679313)
88,Residential,Unclassified,,232 BIG BRANCH,1780.083,21159950100,POINT (5880093.9167605275 3833577.253657958)
89,Commercial,Retail Trade,,3886 NEW ROUTE 3,1582.295,21159950202,POINT (5838798.116233066 3832140.191782833)
90,Residential,Single Family Dwelling,,80 RUSSELL GOBLE LANE,3626.108,21159950202,POINT (5831681.809316164 3826848.683413717)
91,Residential,Manufactured Home,,71 RUSSELL GOBLE LANE,2373.433,21159950202,POINT (5831012.280088771 3826804.3798003)
92,Unclassified,Unclassified,,12000 MEATHOUSE ROAD,2637.149,21159950201,POINT (5855346.316928312 3795010.418280905)
93,Residential,Unclassified,,3901 NORTH WOLF CREEK,2472.344,21159950100,POINT (5882780.831472264 3836404.0953377625)
94,Unclassified,Unclassified,,11134 RIVER FRONT ROAD,412.0551,21159950300,POINT (5912280.362890189 3819696.045016247)
95,Residential,Unclassified,,3837 NORTH WOLF CREEK,1318.577,21159950100,POINT (5882463.194531582 3836426.9802945354)
96,Residential,Unclassified,,3731 LITTLE ROCKCASTLE ROAD,2373.45,21159950100,POINT (5873820.880848449 3828228.0853093034)
97,Residential,Single Family Dwelling,,571 BIG BRANCH,445.0085,21159950100,POINT (5878948.014819499 3832801.042172528)
98,Residential,Unclassified,,1462 PIGEON ROOST ROAD,3230.516,21159950300,POINT (5875466.500164698 3819996.207032295)
99,Unclassified,Unclassified,,3985 NORTH WOLF CREEK,725.2177,21159950100,POINT (5883160.252977238 3836443.7410946055)
0,Residential,Manufactured Home,,9225 MEATHOUSE ROAD,1269.125,21159950300,POINT (5860360.787971376 3796319.9887604513)
1,Residential,Manufactured Home,,9261 MEATHOUSE ROAD,1054.862,21159950300,POINT (5860117.944338721 3796303.909808359)
3,Residential,Unclassified,,3158 NEW ROUTE 3,3560.182,21159950202,POINT (5840175.001373165 3835325.7744125817)
4,Residential,Single Family Dwelling,,85 DAVIS BRANCH,4351.32,21159950100,POINT (5882468.157766501 3836791.3962878054)
5,Unclassified,Unclassified,,29 BABE DELONG ROAD,791.15,21159950202,POINT (5838834.8903346285 3832233.8334240117)
7,Unclassified,Unclassified,,9283 MEATHOUSE ROAD,659.2837,21159950300,POINT (5860046.412557118 3796228.450407739)
10,Residential,Unclassified,,248 CHAPMAN FARM ROAD,2472.334,21159950300,POINT (5911206.914572839 3816976.389404325)
11,Residential,Unclassified,,248 CHAPMAN FARM ROAD,1977.87,21159950300,POINT (5911362.437763429 3816941.6502374746)
12,Unclassified,Unclassified,,10842 RIVER FRONT ROAD,1450.44,21159950300,POINT (5911025.177483649 3819182.5973505224)
13,Unclassified,Unclassified,,217 CANEY FORK,1977.876,21159950300,POINT (5879152.262922081 3803548.3335397006)
14,Residential,Unclassified,,248 CHAPMAN FARM ROAD,593.3653,21159950300,POINT (5911406.214389108 3816943.7118205307)
16,Residential,Single Family Dwelling,,482 BIG BRANCH,2373.427,21159950100,POINT (5879143.032110687 3832983.325835401)
17,Residential,Single Family Dwelling,,1459 PIGEON ROOST ROAD,3873.352,21159950300,POINT (5875497.055664157 3820137.5181143633)
18,Residential,Manufactured Home,,2405 SOUTH WOLF CREEK,1483.412,21159950300,POINT (5865956.316243673 3819799.881560831)
19,Residential,Unclassified,,803 SAWMILL HOLLOW,2637.174,21159950201,POINT (5831214.276673274 3818593.590602596)
20,Unclassified,Unclassified,,21 REDWOOD LANE,1681.193,21159950100,POINT (5880336.352035173 3836414.546532542)
21,Residential,Single Family Dwelling,,54 MCGINNIS CEMETERY ROAD,395.5674,21159950202,POINT (5833157.015484293 3827024.75172136)
22,Residential,Manufactured Home,,68 DYE BOTTOM,2225.107,21159950300,POINT (5863930.834693188 3819717.8871503747)
23,Residential,Unclassified,,1416 PIGEON ROOST ROAD,4285.402,21159950300,POINT (5875250.018484052 3820106.414932529)
24,Residential,Manufactured Home,,547 PIGEON ROOST ROAD,1582.296,21159950300,POINT (5876343.24920916 3823692.4094417477)
25,Residential,Single Family Dwelling,,584 JONES FORK,1450.445,21159950201,POINT (5842111.871746629 3831657.608272693)
26,Residential,Single Family Dwelling,,1206 SOUTH WOLF CREEK,1582.29,21159950201,POINT (5869898.664885607 3823442.9877584055)
27,Unclassified,Unclassified,,508 PIGEON ROOST ROAD,791.1427,21159950300,POINT (5876151.874631581 3823657.744768977)
28,Residential,Manufactured Home,,3643 LITTLE ROCKCASTLE ROAD,1054.876,21159950100,POINT (5872960.545673866 3828340.968933177)
29,Unclassified,Unclassified,,803 SAWMILL HOLLOW,494.461,21159950201,POINT (5831148.2781982515 3818569.6796315163)
30,Unclassified,Unclassified,,1438 PIGEON ROOST ROAD,593.3671,21159950300,POINT (5875413.32925253 3820098.252389786)
31,Residential,Unclassified,,3837 NORTH WOLF CREEK,1582.303,21159950100,POINT (5882414.706057326 3836475.8414789503)
32,Agriculture,Agriculture,,2204 PIGEON ROOST ROAD,2307.517,21159950300,POINT (5876358.626346765 3816545.5392086455)
33,Industrial,Light,,740 HONEY BRANCH INDUSTRIAL PARK,26882.52,21159950201,POINT (5819641.981823912 3816589.861491722)
34,Residential,Single Family Dwelling,,237 LICK BRANCH,1977.871,21159950300,POINT (5879478.713158869 3805656.993712506)
35,Commercial,Retail Trade,,469 BIG PETER CAVE ROAD,4038.15,21159950300,POINT (5874199.938059604 3818484.7971642395)
36,Residential,Single Family Dwelling,,11073 RIVER FRONT ROAD,2637.152,21159950300,POINT (5912022.944840846 3819833.053523874)
37,Residential,Manufactured Home,,9017 RIVER FRONT ROAD,1318.585,21159950300,POINT (5909646.696948622 3823997.0052504595)
38,Residential,Single Family Dwelling,,11019 RIVER FRONT ROAD,1648.224,21159950300,POINT (5911920.634306292 3819801.290716805)
39,Residential,Single Family Dwelling,,9191 RIVER FRONT ROAD,1813.06,21159950300,POINT (5910577.3632321665 3824009.340923447)
40,Residential,Single Family Dwelling,,237 LICK BRANCH,1054.857,21159950300,POINT (5879587.463555226 3805599.808826485)
42,Residential,Unclassified,,3450 SOUTH WOLF CREEK,2307.528,21159950201,POINT (5863317.528610228 3818039.610534624)
43,Industrial,Light,,740 HONEY BRANCH INDUSTRIAL PARK,1977.864,21159950201,POINT (5819380.372313654 3816535.241588978)
45,Residential,Single Family Dwelling,,11019 RIVER FRONT ROAD,857.0789,21159950300,POINT (5911795.087801854 3819764.425078215)
47,Residential,Manufactured Home,,105 JACKSON ROAD,988.9372,21159950202,POINT (5834648.189960948 3827624.411397113)
48,Residential,Manufactured Home,,2094 SOUTH WOLF CREEK,2076.76,21159950201,POINT (5867126.5503843725 3820673.5092012617)
49,Residential,Manufactured Home,,9345 MEATHOUSE ROAD,2307.511,21159950300,POINT (5859648.65083827 3796207.5562368976)
50,Residential,Single Family Dwelling,,56 ENDICOTT DRIVE,2637.163,21159950201,POINT (5857939.757940827 3835944.445655152)
51,Unclassified,Unclassified,,1220 PIGEON ROOST ROAD,1977.872,21159950300,POINT (5874745.433028876 3820943.7125358526)
53,Residential,Manufactured Home,,234 FROG POND ROAD,2373.447,21159950100,POINT (5874315.130154001 3828961.6325670006)
54,Unclassified,Unclassified,,199 CANEY FORK,988.9336,21159950300,POINT (5878960.649521084 3803692.8156044786)
55,Unclassified,Unclassified,,6598 PIGEON ROOST ROAD,988.9293,21159950300,POINT (5880623.297137124 3798685.2236341867)
