PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,SQFEET,CENSUSCODE,geometry
1121 LITTLE PETER CAVE ROAD,Residential,Unclassified,,1483.413,21159950100,POINT (5875783.089910266 3837852.0627643527)
11219 RIVER FRONT ROAD,Residential,Temporary Lodging,,1582.296,21159950300,POINT (5912778.533194354 3820144.8998159324)
11231 RIVER FRONT ROAD,Residential,Manufactured Home,,3263.4633,21159950300,POINT (5912817.698893675 3820204.418542824)
11241 RIVER FRONT ROAD,Residential,Manufactured Home,,1038.389,21159950300,POINT (5912876.22170596 3820211.760733044)
11271 RIVER FRONT ROAD,Residential,Manufactured Home,,5027.1026,21159950300,POINT (5913066.686474577 3820238.9096641424)
1128 EAST MAIN STREET,Commercial,Personal and Repair Services,,4351.292,21159950201,POINT (5851587.257609325 3852910.0742683173)
1128 NEW ROUTE 3,Unclassified,Unclassified,,2373.441,21159950202,POINT (5845234.602460701 3843539.6110117757)
1128 OLD MIDDLE FORK,Unclassified,Unclassified,,1714.148,21159950202,POINT (5846128.758010402 3849942.572567636)
1128 SOUTH WOLF CREEK,Unclassified,Unclassified,,1846.017,21159950201,POINT (5870004.403298236 3823917.478969002)
11284 RIVER FRONT ROAD,Residential,Single Family Dwelling,,1780.087,21159950300,POINT (5913165.256910174 3820072.3149562646)
113 BLACKBURN TRAILER PARK,Residential,Unclassified,,2225.107,21159950202,POINT (5841741.729150717 3840785.6798121464)
113 CARTER BRANCH,Residential,Single Family Dwelling,,923.0121,21159950201,POINT (5854616.719165373 3849072.1419827193)
113 DINGESS ROAD,Residential,Unclassified,,1087.845,21159950100,POINT (5881241.74435108 3861799.110066004)
113 FAIRVIEW FARM LANE,Residential,Manufactured Home,,4252.4017,21159950202,POINT (5844744.167491485 3842729.543030979)
113 MARCUMTOWN ROAD,Residential,Unclassified,,1961.375,21159950202,POINT (5847870.413828216 3888526.7849062886)
113 NEWBERRY LANE,Residential,Manufactured Home,,1450.436,21159950202,POINT (5847143.620784781 3854899.052823397)
113 RIVER FRONT ROAD,Unclassified,Unclassified,,7977.385,21159950100,POINT (5883900.937383375 3848321.0510090897)
113 SPENCE BRANCH,Residential,Unclassified,,2274.5441,21159950202,POINT (5835291.014788275 3873037.0694725686)
113 STEPP BOTTOM,Residential,Single Family Dwelling,,4549.104,21159950201,POINT (5853515.408285823 3849226.1143445494)
113 VENTERS BRANCH,Residential,Unclassified,,7746.677,21159950201,POINT (5841779.961329311 3834341.280265208)
11306 RIVER FRONT ROAD,Residential,Single Family Dwelling,,923.0037,21159950300,POINT (5913296.287762887 3820119.82170774)
11313 RIVER FRONT ROAD,Residential,Single Family Dwelling,,2933.8188,21159950300,POINT (5913242.723770211 3820308.6983593553)
1132 CAMP BRANCH,Residential,Manufactured Home,,2241.581,21159950201,POINT (5850525.287366482 3843186.3146586916)
11345 RIVER FRONT ROAD,Residential,Single Family Dwelling,,4549.095,21159950300,POINT (5913428.974075834 3820340.440119548)
1136 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,1582.29,21159950202,POINT (5843953.03607708 3858732.736164321)
11369 RIVER FRONT ROAD,Residential,Unclassified,,2109.714,21159950300,POINT (5913576.074230534 3820346.045515055)
11381 RIVER FRONT ROAD,Residential,Unclassified,,1318.577,21159950300,POINT (5913604.45110867 3820404.179095633)
11393 RIVER FRONT ROAD,Residential,Manufactured Home,,2307.517,21159950300,POINT (5913690.569493012 3820334.5770358345)
114 BECCA LIZ LANE,Unclassified,Unclassified,,7532.384,21159950201,POINT (5852897.771563339 3851142.0603139545)
114 CARTER BRANCH,Residential,Single Family Dwelling,,1714.163,21159950201,POINT (5854767.7362384135 3848972.621918593)
114 CHAPMAN BOTTOM,Residential,Single Family Dwelling,,2373.447,21159950100,POINT (5886573.741602249 3839962.701552948)
114 FITCH BRANCH,Residential,Single Family Dwelling,,1977.867,21159950202,POINT (5841959.604541789 3865974.311167835)
114 NEWBERRY LANE,Residential,Single Family Dwelling,,1928.427,21159950202,POINT (5847266.479816127 3854859.945724647)
11405 RIVER FRONT ROAD,Residential,Manufactured Home,,1186.719,21159950300,POINT (5913740.200572812 3820313.6388170603)
1141 WHITE OAK ROAD,Residential,Single Family Dwelling,,494.4644,21159950300,POINT (5883244.165873339 3822413.5866516605)
11431 RIVER FRONT ROAD,Residential,Manufactured Home,,3164.597,21159950300,POINT (5913904.238961699 3820333.4302246436)
1144 COLDWATER ROAD,Unclassified,Unclassified,,791.152,21159950201,POINT (5855385.44471861 3845312.743871542)
1144 TRACE FORK,Unclassified,Unclassified,,3692.0393999999997,21159950202,POINT (5823879.077743279 3840205.344971354)
11457 RIVER FRONT ROAD,Residential,Unclassified,,1878.98,21159950300,POINT (5914050.737758264 3820319.1011120756)
1146 SOUTH MILO ROAD,Residential,Single Family Dwelling,,2571.22,21159950202,POINT (5835987.4483197015 3865403.6738133645)
1146 TRACE FORK,Residential,Unclassified,,1977.857,21159950202,POINT (5823826.402440569 3840314.5895401738)
1147 OLD MIDDLE FORK,Residential,Manufactured Home,,1318.592,21159950201,POINT (5846377.566396644 3849948.8747862717)
1148 LITTLE BLACKLOG ROAD,Residential,Unclassified,,2966.795,21159950100,POINT (5859652.401761405 3853069.7394565083)
1149 COLDWATER ROAD,Residential,Manufactured Home,,659.298,21159950201,POINT (5855681.1863382775 3845282.2157106907)
1149 CRUM BRANCH,Residential,Single Family Dwelling,,1714.146,21159950201,POINT (5847245.198222872 3835964.6558026746)
1149 SALTWELL ROAD,Residential,Single Family Dwelling,,3362.3646,21159950202,POINT (5840751.032521016 3846675.740120805)
1149 TRACE FORK,Unclassified,Unclassified,,2966.79,21159950202,POINT (5824138.5336452285 3839804.308055526)
115 COOK BRANCH,Residential,Single Family Dwelling,,1318.579,21159950202,POINT (5820864.946253786 3852973.1156020155)
115 CREEKWOOD ESTATES,Residential,Unclassified,,3692.027,21159950201,POINT (5858673.824860964 3840507.523698666)
115 HARDINVILLE ROAD,Residential,Single Family Dwelling,,2900.868,21159950201,POINT (5853010.083903349 3851810.1020688545)
115 LAFFERTY LANE,Residential,Single Family Dwelling,,1384.515,21159950201,POINT (5853607.953418491 3848415.2429227214)
115 MOUNTAIN VIEW,Residential,Single Family Dwelling,,1928.423,21159950202,POINT (5858394.851733825 3875953.462119009)
115 MULLETT BRANCH,Residential,Single Family Dwelling,,6939.0372,21159950201,POINT (5854098.174220577 3831248.3356120754)
115 MURRAY ROAD,Residential,Unclassified,,1681.19,21159950201,POINT (5851123.221940358 3852592.3748178515)
115 QUAIL HOLLOW,Commercial,Retail Trade,,3560.175,21159950202,POINT (5846564.0403243 3857079.471382339)
115 SANSOM DRIVE,Residential,Single Family Dwelling,,2109.721,21159950202,POINT (5849186.620475257 3871827.156174689)
115 STEPP BRANCH,Residential,Unclassified,,3362.374,21159950300,POINT (5903984.4331799 3826942.376618004)
115 TUNNEL ROAD,Residential,Manufactured Home,,1318.576,21159950100,POINT (5884765.647942541 3839762.354721791)
115 TURKEY CREEK,Residential,Single Family Dwelling,,1450.441,21159950202,POINT (5851227.58967706 3855780.7230404047)
1151 DAVELLA ROAD,Unclassified,Unclassified,,1285.618,21159950202,POINT (5835065.936412033 3827664.162646809)
1154 LONG BRANCH,Unclassified,Unclassified,,1318.575,21159950300,POINT (5897830.375533732 3827742.722553852)
1155 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,2966.7920000000004,21159950202,POINT (5843829.515688612 3858919.6050944594)
1157 WHITE OAK ROAD,Residential,Single Family Dwelling,,2109.728,21159950300,POINT (5883399.047069084 3822314.1006965525)
116 COOK DRIVE,Residential,Manufactured Home,,4235.9309,21159950201,POINT (5843809.705681947 3832960.2798224455)
116 LOWER SALTWELL ROAD,Residential,Single Family Dwelling,,1813.045,21159950202,POINT (5845754.318012967 3850322.1853880356)
116 MOLLETT BRANCH,Residential,Single Family Dwelling,,3032.7424,21159950202,POINT (5829025.829201678 3845343.6111534564)
116 OAKIE DRIVE SPUR,Residential,Unclassified,,3708.499,21159950202,POINT (5858508.99968706 3876157.4984667646)
116 PREECE HILL,Residential,Single Family Dwelling,,2637.159,21159950201,POINT (5863293.044889941 3842702.7130486523)
116 ROCKCASTLE ROAD,Government,Emergency Response,,2999.773,21159950202,POINT (5847092.1328572435 3856260.362532437)
116 ROCKY BRANCH,Residential,Single Family Dwelling,,4680.967,21159950201,POINT (5872344.450459551 3825577.8951890166)
116 SMITH ROAD,Unclassified,Unclassified,,1582.297,21159950100,POINT (5875823.52769807 3842485.9101533755)
116 STIDHAM LANE,Residential,Single Family Dwelling,,725.2122,21159950202,POINT (5835013.4653607095 3865185.9152807407)
116 UPPER JAMES LANE,Residential,Unclassified,,1780.087,21159950201,POINT (5854357.464768706 3847659.7914465875)
116 WILLIS MOORE DRIVE,Residential,Single Family Dwelling,,692.2558,21159950300,POINT (5875943.606822211 3824438.8499642266)
1160 RIVER FRONT ROAD,Unclassified,Unclassified,,3230.524,21159950100,POINT (5886664.956938778 3843841.7786055678)
1162 BLACKBERRY ROAD,Residential,Manufactured Home,,3164.608,21159950201,POINT (5840952.066991206 3834377.482053794)
1165 TRACE FORK,Residential,Single Family Dwelling,,988.9326,21159950202,POINT (5824108.829004355 3839669.5470703)
1165 VENTERS BRANCH,Residential,Manufactured Home,,988.9224,21159950201,POINT (5846343.932729291 3833254.9307560106)
1169 TUG RIVER ROAD,Residential,Single Family Dwelling,,2571.228,21159950100,POINT (5865142.539314573 3871833.904486573)
117 ELI ROAD,Residential,Single Family Dwelling,,2422.901,21159950201,POINT (5846940.818074066 3849597.886871201)
117 RATLIFF TOWN ROAD,Residential,Manufactured Home,,2109.731,21159950202,POINT (5846615.587463897 3882752.592190552)
117 SPENCE BRANCH,Residential,Unclassified,,3164.59,21159950202,POINT (5835212.135001394 3873130.7887264527)
117 TRACE BRANCH,Residential,Single Family Dwelling,,3362.3858,21159950202,POINT (5830489.214420269 3844479.0899658985)
117 VIRGIL MOORE ROAD,Residential,Unclassified,,1681.209,21159950202,POINT (5855957.530964582 3881859.8452608376)
1170 LITTLE LAUREL CREEK,Residential,Single Family Dwelling,,2043.7881,21159950202,POINT (5840239.609370307 3883595.43593632)
1171 LITTLE PETER CAVE ROAD,Residential,Manufactured Home,,3164.61,21159950100,POINT (5875498.210499707 3838004.6627275404)
1172 TUG RIVER ROAD,Residential,Single Family Dwelling,,7697.2194,21159950100,POINT (5865378.239852973 3871983.339872898)
1176 DAVELLA ROAD,Residential,Single Family Dwelling,,923.0063,21159950202,POINT (5835032.265786797 3827131.3287192523)
1177 POPLAR FORK,Residential,Manufactured Home,,1582.288,21159950100,POINT (5870913.813651751 3847873.730816879)
1178 BIG PETER CAVE ROAD,Unclassified,Unclassified,,1285.63,21159950300,POINT (5871345.099165799 3816724.193294109)
1179 UNION ROAD,Residential,Single Family Dwelling,,1780.097,21159950202,POINT (5856647.884009652 3865446.222074435)
118 DEBORD ROAD,Residential,Single Family Dwelling,,4615.062,21159950201,POINT (5844607.227153177 3841041.914088979)
118 EVERETT ROAD,Residential,Unclassified,,2769.025,21159950100,POINT (5877601.69443711 3842255.881129938)
118 HEWITT AVENUE,Residential,Single Family Dwelling,,4153.521,21159950100,POINT (5888601.170542002 3842370.9021287723)
118 MILO SUBDIVISION ROAD,Residential,Single Family Dwelling,,2769.01,21159950202,POINT (5836083.077087261 3871231.16766639)
118 RUSSELL WORKMAN ROAD,Residential,Temporary Lodging,,2109.731,21159950300,POINT (5899296.551927315 3824050.4586955756)
118 WARD TRAILER PARK ROAD,Unclassified,Unclassified,,2752.543,21159950100,POINT (5881163.603084552 3863140.6630248586)
118 WENDY STREET,Residential,Manufactured Home,,2670.134,21159950100,POINT (5876702.968527689 3867575.4632278183)
1184 BLACKBERRY ROAD,Residential,Single Family Dwelling,,1582.284,21159950201,POINT (5840891.13719381 3834242.4698053026)
1184 PETER CAVE BRANCH,Residential,Manufactured Home,,2966.799,21159950202,POINT (5852838.275455592 3875574.262457498)
1187 DAVELLA ROAD,Unclassified,Unclassified,,2142.696,21159950202,POINT (5835202.99858178 3826785.3456429453)
119 BOWEN LANE,Residential,Manufactured Home,,2505.302,21159950202,POINT (5844831.796530681 3873874.7765054167)
119 HOWELL ROAD,Residential,Single Family Dwelling,,2340.473,21159950100,POINT (5881272.36423544 3844576.8526870064)
119 LITTLE MUD LICK ROAD,Residential,Single Family Dwelling,,1054.859,21159950100,POINT (5862421.717769287 3864744.319741553)
119 WENDY STREET,Residential,Single Family Dwelling,,5439.150000000001,21159950100,POINT (5876620.959317268 3867674.4295917167)
1194 BIG ELK ROAD,Unclassified,Unclassified,,1747.1125,21159950100,POINT (5876270.147677014 3851596.0168524683)
1194 RIVER FRONT ROAD,Unclassified,Unclassified,,24195.97,21159950100,POINT (5886779.004636677 3843700.334746955)
1199 ROCKCASTLE ROAD,Residential,Single Family Dwelling,,3214.038,21159950202,POINT (5843833.049408478 3859144.108192981)
12 BIG ELK ROAD,Residential,Unclassified,,3823.873,21159950100,POINT (5877711.187554878 3846439.273082136)
12 HALE AVENUE,Residential,Manufactured Home,,4400.772,21159950100,POINT (5888500.529600651 3841720.3564616083)
12 HODE ROAD,Residential,Unclassified,,2637.175,21159950100,POINT (5883242.317895973 3848440.6001286926)
12 JACKIE WHITT ROAD,Residential,Single Family Dwelling,,395.5675,21159950202,POINT (5853547.911939987 3885159.070985198)
12 LAZY LANE,Residential,Single Family Dwelling,,1648.23,21159950201,POINT (5855012.5827793935 3846505.1352137434)
12 LOCUST COURT,Residential,Single Family Dwelling,,2142.692,21159950100,POINT (5886632.698380502 3844039.207981812)
12 MANSION HILL,Residential,Unclassified,,2307.518,21159950100,POINT (5877036.740556704 3846379.7817092105)
12 VANCE HOLLOW,Residential,Single Family Dwelling,,1450.447,21159950201,POINT (5847623.483092186 3852256.862481491)
120 BLEVINS LANE,Residential,Single Family Dwelling,,1582.29,21159950202,POINT (5846800.875538048 3853310.1096304436)
120 CARDINAL ESTATE,Residential,Single Family Dwelling,,2356.954,21159950201,POINT (5857410.805126628 3844323.420930892)
120 HALE AVENUE,Residential,Manufactured Home,,2505.307,21159950100,POINT (5888481.823592532 3842307.9796095574)
120 HUCKLEBERRY RIDGE,Residential,Single Family Dwelling,,5142.4828,21159950201,POINT (5850462.390762271 3848214.4530176907)
120 HUNTERS ROAD,Agriculture,Agriculture,,2769.043,21159950202,POINT (5829053.999773456 3845770.3366734507)
120 MARCUMTOWN ROAD,Residential,Unclassified,,2637.1513999999997,21159950202,POINT (5847773.424888291 3888678.6316281506)
120 MOORES TRAILER PARK,Residential,Manufactured Home,,923.0085,21159950100,POINT (5890416.110311632 3835939.3509887676)
120 QUAIL HOLLOW,Commercial,Retail Trade,,4746.902,21159950202,POINT (5846690.876248108 3857013.6710663065)
120 RIVER FRONT ROAD,Commercial,Retail Trade,,2076.764,21159950100,POINT (5883851.04835492 3848138.6466965093)
120 STEPP BRANCH,Residential,Unclassified,,3774.432,21159950300,POINT (5903788.41182919 3826917.848671059)
120 VANCE HOLLOW,Residential,Manufactured Home,,2373.438,21159950201,POINT (5847934.587743214 3851777.585434958)
120 VERNAL DIALS LANE,Residential,Manufactured Home,,527.4349,21159950201,POINT (5867782.5064581325 3830122.587490481)
120 WARD TRAILER PARK ROAD,Residential,Unclassified,,923.0135,21159950100,POINT (5881209.908318815 3863119.9802656076)
120 WEST MAIN STREET,Residential,Single Family Dwelling,,3296.4524,21159950202,POINT (5847482.672186603 3855462.2408172763)
1200 BLACKBERRY ROAD,Residential,Single Family Dwelling,,2109.738,21159950201,POINT (5840845.394502832 3834150.197030047)
1200 TUG RIVER ROAD,Residential,Single Family Dwelling,,5307.298000000001,21159950100,POINT (5865322.522309549 3872233.7447957923)
12000 MEATHOUSE ROAD,Unclassified,Unclassified,,2637.149,21159950201,POINT (5855346.316928312 3795010.418280905)
1201 SOUTH MILO ROAD,Commercial,Retail Trade,,1384.505,21159950202,POINT (5835477.717150235 3865390.488602891)
1203 LITTLE BLACKLOG ROAD,Residential,Single Family Dwelling,,2291.0355,21159950100,POINT (5859940.353873658 3852984.8360375306)
1206 SOUTH WOLF CREEK,Residential,Single Family Dwelling,,1582.29,21159950201,POINT (5869898.664885607 3823442.9877584055)
121 BEATRICE LOOP,Residential,Single Family Dwelling,,2472.331,21159950202,POINT (5843675.388067479 3858145.8337312094)
121 ELI ROAD,Residential,Single Family Dwelling,,1582.294,21159950201,POINT (5847022.673344132 3849553.8951181215)
121 EVANS FARM ROAD,Residential,Single Family Dwelling,,6312.7119999999995,21159950100,POINT (5881764.668785195 3833851.2783603105)
121 FLORA JOHNSON ROAD,Unclassified,Unclassified,,1186.718,21159950202,POINT (5843747.9405782735 3874261.9014726016)
121 JACK CASSADY BRANCH,Residential,Single Family Dwelling,,3708.487,21159950201,POINT (5859070.598145555 3836619.8732118784)
121 WARD TRAILER PARK ROAD,Residential,Unclassified,,857.0784,21159950100,POINT (5881274.020673619 3863238.40233841)
121 WEBB HOLLOW,Unclassified,Unclassified,,1780.099,21159950202,POINT (5851575.488418491 3884939.668283202)
1213 BIG LICK ROAD,Residential,Single Family Dwelling,,5257.835999999999,21159950202,POINT (5850232.819082232 3871525.3152732067)
1214 BLACKBERRY ROAD,Residential,Single Family Dwelling,,3790.9233,21159950201,POINT (5840756.281613258 3833836.9938172176)
1214 SALTWELL ROAD,Residential,Manufactured Home,,2373.452,21159950202,POINT (5840441.449823009 3846778.43115431)
1215 LITTLE BLACKLOG ROAD,Unclassified,Unclassified,,2769.017,21159950100,POINT (5860025.121468227 3852907.2902922165)
12180 RIVER FRONT ROAD,Residential,Manufactured Home,,2109.728,21159950300,POINT (5912784.915553919 3818542.4710117136)
1219 COLDWATER ROAD,Residential,Manufactured Home,,791.1505,21159950201,POINT (5855745.381736369 3845052.32130024)
122 COLLINS CREEK,Residential,Unclassified,,1714.144,21159950100,POINT (5884430.124037673 3847186.003228799)
122 CRISP FITZPATRICK PLACE,Residential,Manufactured Home,,1054.869,21159950202,POINT (5834756.627747674 3866240.901212389)
122 HARDINVILLE ROAD,Residential,Single Family Dwelling,,1318.578,21159950201,POINT (5853020.620868547 3851730.1438550623)
