PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,area,bg,geometry,res,mfh,ind,com,caf,gro,type,index_right,TRACT,BLKGRP
10983 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2769.022,9503001,POINT (5911651.9886106 3819638.227248546),True,False,False,False,False,False,res,3,950300,1
10983 YELLOW CREEK,Residential,['Single Family Dwelling'],,2933.849,9502021,POINT (5857533.3086297 3879775.5835716366),True,False,False,False,False,False,res,14,950202,1
1099 COLLINS CREEK,Unclassified,['Retail Trade'],,659.3046,9501003,POINT (5881019.613692614 3843659.729476565),False,False,False,False,True,False,caf,1,950100,3
11 AARON STREET,Unclassified,['Unclassified'],,4911.672,9502012,POINT (5855789.976392607 3850718.007206366),False,False,False,True,False,False,com,18,950201,2
11 BRADLEY LANE,Residential,['Single Family Dwelling'],,791.1491,9502021,POINT (5858425.65478272 3875434.051431297),True,False,False,False,False,False,res,14,950202,1
11 CASSELL BRANCH,Residential,['Single Family Dwelling'],,1087.826,9502021,POINT (5844201.106490659 3864458.2669148534),True,False,False,False,False,False,res,14,950202,1
11 CHESTNUT DRIVE,Commercial,['Retail Trade'],,1615.26,9501003,POINT (5887467.4005441265 3843343.8225188684),False,False,False,True,False,False,com,1,950100,3
11 DAVIS FAMILY CEMETERY ROAD,Residential,['Unclassified'],,1813.047,9502023,POINT (5824499.749233881 3851892.822664919),True,False,False,False,False,False,res,16,950202,3
11 DICK FANNIN LANE,Residential,['Single Family Dwelling'],,1714.148,9502022,POINT (5840079.922082211 3873989.119844247),True,False,False,False,False,False,res,15,950202,2
11 GREEN BOTTOM,Residential,['Single Family Dwelling'],,1186.734,9502022,POINT (5844713.01939966 3855580.15360929),True,False,False,False,False,False,res,15,950202,2
11 KIRK PLAZA,Unclassified,['Unclassified'],,3692.031,9502024,POINT (5846858.102418576 3846317.4395992383),False,False,False,True,False,False,com,17,950202,4
11 LITTLE LICK ROAD,Residential,['Unclassified'],,3494.228,9502021,POINT (5847181.480748836 3876131.7347159013),True,False,False,False,False,False,res,14,950202,1
11 UPPER JAMES LANE,Residential,['Single Family Dwelling'],,988.9399,9502012,POINT (5854106.381077847 3847710.0491060386),True,False,False,False,False,False,res,18,950201,2
110 BLACKBERRY ROAD,Residential,['Manufactured Home'],,1846.013,9502011,POINT (5841422.793400121 3839233.3460585196),True,False,False,False,False,False,res,19,950201,1
110 DRY FORK,Residential,['Single Family Dwelling'],,4384.303,9502021,POINT (5859535.893116273 3869810.076599167),True,False,False,False,False,False,res,14,950202,1
110 FIREHOUSE LANE,Commercial,['Retail Trade'],,1054.861,9501001,POINT (5882802.062136956 3848122.977024026),False,False,False,True,False,False,com,0,950100,1
110 HAGER HILL DRIVE,Unclassified,['Unclassified'],,10218.98,9502022,POINT (5841945.473011931 3863625.2946829107),False,False,False,True,False,False,com,15,950202,2
110 HARDINVILLE ROAD,Residential,['Single Family Dwelling'],,1318.592,9502011,POINT (5852958.18270722 3851713.8390340097),True,False,False,False,False,False,res,19,950201,1
110 LACKEY BRANCH,Unclassified,['Unclassified'],,3164.5888,9501003,POINT (5879836.830148486 3829622.6705674944),False,False,False,True,False,False,com,1,950100,3
110 LAFFERTY LANE,Residential,['Single Family Dwelling'],,1384.505,9502011,POINT (5853474.752737652 3848358.7878657924),True,False,False,False,False,False,res,19,950201,1
110 RUSH SLONE ROAD,Residential,['Manufactured Home'],,2703.0933999999997,9502024,POINT (5840662.583251512 3839935.7710134396),True,False,False,False,False,False,res,17,950202,4
110 TRACE BRANCH,Residential,['Manufactured Home'],,7647.739,9502024,POINT (5830239.746901526 3844279.9603442154),True,False,False,False,False,False,res,17,950202,4
1100 ROCKCASTLE ROAD,Unclassified,['Retail Trade'],,527.4365,9502021,POINT (5843978.953479159 3858942.2379636625),False,False,False,False,True,False,caf,14,950202,1
1101 ROCKCASTLE ROAD,Residential,['Single Family Dwelling'],,1846.005,9502022,POINT (5843807.405391233 3858605.8698181747),True,False,False,False,False,False,res,15,950202,2
11019 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,6296.1959,9503001,POINT (5911824.703456402 3819711.1230171486),True,False,False,False,False,False,res,3,950300,1
1103 LITTLE PETER CAVE ROAD,Residential,['Single Family Dwelling'],,1977.885,9501003,POINT (5875843.080166739 3837824.239017733),True,False,False,False,False,False,res,1,950100,3
1106 LITTLE PETER CAVE ROAD,Residential,['Manufactured Home'],,923.0085,9501003,POINT (5875872.9129757965 3837904.3594896146),True,False,False,False,False,False,res,1,950100,3
1106 VENTERS BRANCH,Unclassified,['Unclassified'],,3757.9478,9502011,POINT (5845496.296646932 3832688.282145874),False,False,False,True,False,False,com,19,950201,1
11070 RIVER FRONT ROAD,Unclassified,['Retail Trade'],,527.4268,9503001,POINT (5912117.322304813 3819607.27416968),False,False,False,False,True,False,caf,3,950300,1
11073 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2637.152,9503001,POINT (5912022.944840846 3819833.053523874),True,False,False,False,False,False,res,3,950300,1
1108 LONG BRANCH,Residential,['Unclassified'],,1780.085,9503001,POINT (5897736.559529816 3827928.2239476144),True,False,False,False,False,False,res,3,950300,1
1109 COLLINS CREEK,Residential,['Manufactured Home'],,857.0699,9501003,POINT (5880981.498534246 3843641.446468926),True,False,False,False,False,False,res,1,950100,3
111 ALEXS PLACE,Residential,['Single Family Dwelling'],,1977.875,9502023,POINT (5830881.143761093 3855577.1876352453),True,False,False,False,False,False,res,16,950202,3
111 BIG ELK ROAD,Residential,['Single Family Dwelling'],,988.924,9501002,POINT (5877188.047176707 3846534.497618557),True,False,False,False,False,False,res,2,950100,2
111 DEBORD ROAD,Residential,['Single Family Dwelling'],,3955.734,9502011,POINT (5844788.001601542 3840970.626008846),True,False,False,False,False,False,res,19,950201,1
111 FIREHOUSE LANE,Residential,['Single Family Dwelling'],,988.9343,9501001,POINT (5882516.318710176 3847969.206788123),True,False,False,False,False,False,res,0,950100,1
111 GRASSY SCHOOL ROAD,Residential,['Single Family Dwelling'],,5257.811000000001,9502022,POINT (5846129.544014498 3879179.685548006),True,False,False,False,False,False,res,15,950202,2
111 HALLS BRANCH,Residential,['Manufactured Home'],,2208.5893,9502023,POINT (5832913.082341692 3858842.7649004795),True,False,False,False,False,False,res,16,950202,3
111 HAND MAUL HOLLOW,Residential,['Single Family Dwelling'],,1483.418,9502023,POINT (5820065.77373982 3851995.1255282103),True,False,False,False,False,False,res,16,950202,3
111 MAUDE ROAD,Residential,['Single Family Dwelling'],,2142.696,9502021,POINT (5851601.231139833 3856392.4390420625),True,False,False,False,False,False,res,14,950202,1
111 OTTO DRIVE,Unclassified,['Unclassified'],,2769.034,9502011,POINT (5847184.093950737 3847507.458783215),False,False,False,True,False,False,com,19,950201,1
111 RIVERSIDE APARTMENTS DRIVE,Residential,['Unclassified'],,5603.963,9501001,POINT (5884994.132946712 3857062.5445698374),True,False,False,False,False,False,res,0,950100,1
111 UPPER JAMES LANE,Residential,['Unclassified'],,2884.4129999999996,9502012,POINT (5854292.595420639 3847813.63265117),True,False,False,False,False,False,res,18,950201,2
1111 OLD MIDDLE FORK,Residential,['Unclassified'],,1186.725,9502011,POINT (5846429.416797358 3850183.9248517635),True,False,False,False,False,False,res,19,950201,1
1112 POPLAR FORK,Residential,['Manufactured Home'],,1846.016,9501002,POINT (5871212.547670108 3847740.963917285),True,False,False,False,False,False,res,2,950100,2
11127 RIVER FRONT ROAD,Residential,['Unclassified'],,3428.3188,9503001,POINT (5912370.849211845 3820059.7627609908),True,False,False,False,False,False,res,3,950300,1
11134 RIVER FRONT ROAD,Unclassified,['Unclassified'],,412.0551,9503001,POINT (5912280.362890189 3819696.045016247),False,False,False,True,False,False,com,3,950300,1
1114 BLACKBERRY ROAD,Residential,['Single Family Dwelling'],,1318.565,9502011,POINT (5841044.331246433 3834619.4349868237),True,False,False,False,False,False,res,19,950201,1
1115 ROCKCASTLE ROAD,Residential,['Multi - Family Dwelling'],,6971.975,9502022,POINT (5843809.506746988 3858742.3414359763),False,True,False,False,False,False,mfh,15,950202,2
11161 RIVER FRONT ROAD,Residential,['Temporary Lodging'],,2373.4294,9503001,POINT (5912404.778855999 3820043.4672787962),False,False,False,True,False,False,com,3,950300,1
1119 TRACE FORK,Residential,['Single Family Dwelling'],,593.369,9502024,POINT (5824339.925245081 3839847.6295407997),True,False,False,False,False,False,res,17,950202,4
11191 RIVER FRONT ROAD,Residential,['Temporary Lodging'],,4087.6059999999998,9503001,POINT (5912538.807331454 3820118.689686395),False,False,False,True,False,False,com,3,950300,1
112 COLDWATER ROAD,Residential,['Single Family Dwelling'],,3032.736,9502011,POINT (5853449.629541151 3849811.3604172836),True,False,False,False,False,False,res,19,950201,1
112 HEWITT AVENUE,Residential,['Single Family Dwelling'],,3807.4055,9501003,POINT (5888617.59219398 3842246.1301290793),True,False,False,False,False,False,res,1,950100,3
112 MIDDLE FORK DAVIS BRANCH,Residential,['Unclassified'],,1631.746,9502024,POINT (5841274.899444078 3840413.0682132035),True,False,False,False,False,False,res,17,950202,4
112 MILO SUBDIVISION ROAD,Residential,['Single Family Dwelling'],,2637.178,9502022,POINT (5835977.666823716 3871450.182565548),True,False,False,False,False,False,res,15,950202,2
112 RIVERSIDE APARTMENTS DRIVE,Residential,['Unclassified'],,5274.318,9501001,POINT (5884987.772190584 3856938.0570921195),True,False,False,False,False,False,res,0,950100,1
112 SPRUCE PINE ROAD,Residential,['Single Family Dwelling'],,791.1547,9501002,POINT (5859498.4554218855 3862830.551979569),True,False,False,False,False,False,res,2,950100,2
112 TWIN OAK DRIVE,Residential,['Single Family Dwelling'],,3823.87,9502011,POINT (5849519.1437129 3854489.2886051387),True,False,False,False,False,False,res,19,950201,1
1120 OLD MIDDLE FORK,Residential,['Unclassified'],,4153.536,9502024,POINT (5846223.890529938 3850155.0974116945),True,False,False,False,False,False,res,17,950202,4
1121 LITTLE PETER CAVE ROAD,Residential,['Unclassified'],,1483.413,9501003,POINT (5875783.089910266 3837852.0627643527),True,False,False,False,False,False,res,1,950100,3
11219 RIVER FRONT ROAD,Residential,['Temporary Lodging'],,1582.296,9503001,POINT (5912778.533194354 3820144.8998159324),False,False,False,True,False,False,com,3,950300,1
11231 RIVER FRONT ROAD,Residential,['Manufactured Home'],,3263.4633,9503001,POINT (5912817.698893675 3820204.418542824),True,False,False,False,False,False,res,3,950300,1
11241 RIVER FRONT ROAD,Residential,['Manufactured Home'],,1038.389,9503001,POINT (5912876.22170596 3820211.760733044),True,False,False,False,False,False,res,3,950300,1
11271 RIVER FRONT ROAD,Residential,['Manufactured Home'],,5027.1026,9503001,POINT (5913066.686474577 3820238.9096641424),True,False,False,False,False,False,res,3,950300,1
1128 EAST MAIN STREET,Commercial,['Retail Trade'],,4351.292,9502011,POINT (5851587.257609325 3852910.0742683173),False,False,False,False,True,False,caf,19,950201,1
1128 NEW ROUTE 3,Unclassified,['Retail Trade'],,2373.441,9502024,POINT (5845234.602460701 3843539.6110117757),False,False,False,False,True,False,caf,17,950202,4
1128 OLD MIDDLE FORK,Unclassified,['Retail Trade'],,1714.148,9502024,POINT (5846128.758010402 3849942.572567636),False,False,False,False,True,False,caf,17,950202,4
1128 SOUTH WOLF CREEK,Unclassified,['Unclassified'],,1846.017,9502012,POINT (5870004.403298236 3823917.478969002),False,False,False,True,False,False,com,18,950201,2
11284 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,1780.087,9503001,POINT (5913165.256910174 3820072.3149562646),True,False,False,False,False,False,res,3,950300,1
113 BLACKBURN TRAILER PARK,Residential,['Unclassified'],,2225.107,9502024,POINT (5841741.729150717 3840785.6798121464),True,False,False,False,False,False,res,17,950202,4
113 CARTER BRANCH,Residential,['Single Family Dwelling'],,923.0121,9502012,POINT (5854616.719165373 3849072.1419827193),True,False,False,False,False,False,res,18,950201,2
113 DINGESS ROAD,Residential,['Unclassified'],,1087.845,9501001,POINT (5881241.74435108 3861799.110066004),True,False,False,False,False,False,res,0,950100,1
113 FAIRVIEW FARM LANE,Residential,['Manufactured Home'],,4252.4017,9502024,POINT (5844744.167491485 3842729.543030979),True,False,False,False,False,False,res,17,950202,4
113 MARCUMTOWN ROAD,Residential,['Unclassified'],,1961.375,9502022,POINT (5847870.413828216 3888526.7849062886),True,False,False,False,False,False,res,15,950202,2
113 NEWBERRY LANE,Residential,['Manufactured Home'],,1450.436,9502024,POINT (5847143.620784781 3854899.052823397),True,False,False,False,False,False,res,17,950202,4
113 RIVER FRONT ROAD,Unclassified,['Unclassified'],,7977.385,9501001,POINT (5883900.937383375 3848321.0510090897),False,False,False,True,False,False,com,0,950100,1
113 SPENCE BRANCH,Residential,['Unclassified'],,2274.5441,9502022,POINT (5835291.014788275 3873037.0694725686),True,False,False,False,False,False,res,15,950202,2
113 STEPP BOTTOM,Residential,['Single Family Dwelling'],,4549.104,9502011,POINT (5853515.408285823 3849226.1143445494),True,False,False,False,False,False,res,19,950201,1
113 VENTERS BRANCH,Residential,['Unclassified'],,7746.677,9502011,POINT (5841779.961329311 3834341.280265208),True,False,False,False,False,False,res,19,950201,1
11306 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,923.0037,9503001,POINT (5913296.287762887 3820119.82170774),True,False,False,False,False,False,res,3,950300,1
11313 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2933.8188,9503001,POINT (5913242.723770211 3820308.6983593553),True,False,False,False,False,False,res,3,950300,1
1132 CAMP BRANCH,Residential,['Manufactured Home'],,2241.581,9502011,POINT (5850525.287366482 3843186.3146586916),True,False,False,False,False,False,res,19,950201,1
11345 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,4549.095,9503001,POINT (5913428.974075834 3820340.440119548),True,False,False,False,False,False,res,3,950300,1
1136 ROCKCASTLE ROAD,Residential,['Single Family Dwelling'],,1582.29,9502021,POINT (5843953.03607708 3858732.736164321),True,False,False,False,False,False,res,14,950202,1
11369 RIVER FRONT ROAD,Residential,['Unclassified'],,2109.714,9503001,POINT (5913576.074230534 3820346.045515055),True,False,False,False,False,False,res,3,950300,1
11381 RIVER FRONT ROAD,Residential,['Unclassified'],,1318.577,9503001,POINT (5913604.45110867 3820404.179095633),True,False,False,False,False,False,res,3,950300,1
11393 RIVER FRONT ROAD,Residential,['Manufactured Home'],,2307.517,9503001,POINT (5913690.569493012 3820334.5770358345),True,False,False,False,False,False,res,3,950300,1
114 BECCA LIZ LANE,Unclassified,['Retail Trade'],,7532.384,9502011,POINT (5852897.771563339 3851142.0603139545),False,False,False,False,False,True,gro,19,950201,1
114 CARTER BRANCH,Residential,['Single Family Dwelling'],,1714.163,9502012,POINT (5854767.7362384135 3848972.621918593),True,False,False,False,False,False,res,18,950201,2
114 CHAPMAN BOTTOM,Residential,['Single Family Dwelling'],,2373.447,9501003,POINT (5886573.741602249 3839962.701552948),True,False,False,False,False,False,res,1,950100,3
114 FITCH BRANCH,Residential,['Single Family Dwelling'],,1977.867,9502022,POINT (5841959.604541789 3865974.311167835),True,False,False,False,False,False,res,15,950202,2
114 NEWBERRY LANE,Residential,['Single Family Dwelling'],,1928.427,9502024,POINT (5847266.479816127 3854859.945724647),True,False,False,False,False,False,res,17,950202,4
11405 RIVER FRONT ROAD,Residential,['Manufactured Home'],,1186.719,9503001,POINT (5913740.200572812 3820313.6388170603),True,False,False,False,False,False,res,3,950300,1
1141 WHITE OAK ROAD,Residential,['Single Family Dwelling'],,494.4644,9503001,POINT (5883244.165873339 3822413.5866516605),True,False,False,False,False,False,res,3,950300,1
11431 RIVER FRONT ROAD,Residential,['Manufactured Home'],,3164.597,9503001,POINT (5913904.238961699 3820333.4302246436),True,False,False,False,False,False,res,3,950300,1
1144 COLDWATER ROAD,Unclassified,['Retail Trade'],,791.152,9502011,POINT (5855385.44471861 3845312.743871542),False,False,False,False,True,False,caf,19,950201,1
1144 TRACE FORK,Unclassified,['Retail Trade'],,3692.0393999999997,9502023,POINT (5823879.077743279 3840205.344971354),False,False,False,False,True,False,caf,16,950202,3
